crop,category,N,P,K,temperature,humidity,ph,rainfall,soil_type,season,water_avail,state
groundnut,cash,13.0,50.0,69.0,26.0,57.2,6.26,101.3,sandy,rabi,irrigated,Tamil Nadu
pepper,spice,42.0,37.0,81.0,24.4,99.6,6.47,349.4,loamy,kharif,rainfed,Tamil Nadu
brinjal,vegetable,43.0,64.0,75.0,25.9,66.3,5.57,92.7,loamy,kharif,irrigated,Odisha
arecanut,plantation,38.0,26.0,83.0,20.8,77.1,6.83,227.4,laterite,kharif,rainfed,Tamil Nadu
cabbage,vegetable,101.0,69.0,78.0,15.5,67.0,6.74,142.6,loamy,rabi,irrigated,West Bengal
barley,cereal,91.0,63.0,40.0,13.3,62.6,6.53,46.2,sandy,rabi,rainfed,Haryana
grapes,horticulture,37.0,39.0,57.0,13.9,54.3,7.68,94.1,black,rabi,irrigated,Maharashtra
barley,cereal,104.0,58.0,47.0,15.4,43.2,7.21,45.2,alluvial,rabi,irrigated,Uttar Pradesh
kidneybeans,pulse,33.0,78.0,51.0,19.8,75.7,6.21,87.2,loamy,kharif,rainfed,Jammu & Kashmir
tobacco,cash,37.0,54.0,52.0,29.4,52.1,6.49,89.1,sandy,rabi,rainfed,Bihar
pigeonpeas,pulse,39.0,54.0,32.0,32.2,73.7,6.29,100.3,loamy,kharif,irrigated,Maharashtra
mustard,oilseed,67.0,46.0,28.0,10.4,52.2,7.54,32.4,sandy,rabi,irrigated,Rajasthan
mothbeans,pulse,11.0,28.0,25.0,34.5,46.5,7.4,48.9,loamy,kharif,rainfed,Rajasthan
grapes,horticulture,27.0,33.0,53.0,27.6,68.6,7.75,81.7,black,rabi,rainfed,Maharashtra
wheat,cereal,129.0,55.0,52.0,21.1,56.5,6.6,92.0,loamy,rabi,irrigated,Haryana
chickpea,pulse,30.0,40.0,53.0,23.7,49.5,7.49,79.2,loamy,rabi,rainfed,Madhya Pradesh
jasmine,flower,51.0,38.0,48.0,27.7,70.3,6.45,156.8,sandy,kharif,irrigated,Karnataka
cabbage,vegetable,109.0,42.0,48.0,19.0,60.5,6.09,92.7,alluvial,rabi,irrigated,Maharashtra
horsegram,pulse,30.0,30.0,27.0,33.1,39.1,6.34,83.0,loamy,rabi,rainfed,Chhattisgarh
wheat,cereal,104.0,67.0,40.0,18.3,72.8,6.52,91.1,loamy,rabi,irrigated,Haryana
jasmine,flower,36.0,49.0,49.0,22.6,72.8,6.42,77.8,loamy,kharif,rainfed,Tamil Nadu
cocoa,plantation,39.0,22.0,36.0,29.5,92.0,6.54,213.7,laterite,kharif,irrigated,Tamil Nadu
blackgram,pulse,19.0,48.0,23.0,36.6,67.7,6.75,60.2,alluvial,kharif,rainfed,Maharashtra
cashew,plantation,22.0,22.0,28.0,34.8,54.0,6.57,205.6,laterite,kharif,rainfed,Tamil Nadu
coffee,plantation,46.0,41.0,64.0,25.3,88.7,7.39,176.3,red,kharif,irrigated,Kerala
cardamom,spice,32.0,35.0,29.0,14.7,90.6,6.13,364.9,loamy,kharif,rainfed,Sikkim
pigeonpeas,pulse,33.0,47.0,45.0,24.6,61.4,6.76,99.0,alluvial,kharif,rainfed,Uttar Pradesh
horsegram,pulse,30.0,27.0,28.0,21.1,48.5,6.34,60.4,laterite,kharif,irrigated,Karnataka
rice,cereal,134.0,64.0,59.0,35.2,76.9,6.18,293.1,alluvial,kharif,rainfed,West Bengal
apple,horticulture,35.0,33.0,35.0,15.7,70.0,5.97,150.0,loamy,rabi,rainfed,Himachal Pradesh
pineapple,horticulture,39.0,19.0,51.0,36.2,74.0,5.0,165.4,laterite,kharif,rainfed,Manipur
watermelon,horticulture,54.0,36.0,64.0,26.4,80.0,6.37,60.7,red,kharif,irrigated,Andhra Pradesh
guava,horticulture,42.0,21.0,45.0,35.7,62.9,6.16,131.1,sandy,kharif,rainfed,Bihar
chilli,spice,59.0,58.0,68.0,26.6,79.0,5.5,127.1,black,rabi,irrigated,Andhra Pradesh
sesame,oilseed,22.0,33.0,43.0,26.9,71.4,6.07,47.7,sandy,kharif,irrigated,Rajasthan
mothbeans,pulse,23.0,26.0,27.0,34.5,46.8,7.32,38.3,loamy,kharif,irrigated,Gujarat
tomato,vegetable,56.0,75.0,64.0,17.0,54.7,6.53,96.2,alluvial,rabi,irrigated,Maharashtra
blackgram,pulse,39.0,40.0,35.0,36.2,73.1,6.74,91.5,loamy,rabi,rainfed,Madhya Pradesh
turmeric,spice,68.0,63.0,95.0,19.5,67.6,5.99,118.5,loamy,kharif,irrigated,Odisha
cauliflower,vegetable,98.0,63.0,54.0,18.1,88.6,7.45,134.9,loamy,rabi,irrigated,Uttar Pradesh
cardamom,spice,29.0,37.0,33.0,24.5,78.2,5.23,218.8,laterite,kharif,irrigated,Karnataka
horsegram,pulse,13.0,40.0,32.0,33.2,44.9,7.16,39.6,laterite,rabi,irrigated,Tamil Nadu
mustard,oilseed,85.0,52.0,50.0,12.2,49.6,6.11,64.0,alluvial,rabi,irrigated,Madhya Pradesh
muskmelon,horticulture,58.0,42.0,54.0,26.4,73.3,6.71,59.8,loamy,zaid,irrigated,Uttar Pradesh
mothbeans,pulse,10.0,32.0,26.0,24.7,23.1,8.97,18.8,sandy,kharif,rainfed,Rajasthan
pigeonpeas,pulse,39.0,49.0,39.0,32.0,71.7,6.09,63.3,alluvial,kharif,irrigated,Maharashtra
watermelon,horticulture,70.0,37.0,69.0,37.8,66.3,7.33,60.8,loamy,kharif,irrigated,Karnataka
rubber,plantation,22.0,21.0,31.0,34.3,78.3,5.11,342.5,alluvial,kharif,rainfed,Tripura
chilli,spice,77.0,75.0,81.0,23.9,80.2,6.41,110.8,loamy,kharif,rainfed,Telangana
tapioca,horticulture,71.0,49.0,122.0,21.9,64.1,5.91,211.7,loamy,kharif,rainfed,Karnataka
cardamom,spice,36.0,18.0,28.0,13.9,80.9,6.78,322.3,loamy,kharif,irrigated,Karnataka
cardamom,spice,19.0,24.0,64.0,18.5,72.3,5.23,313.6,loamy,kharif,irrigated,Kerala
pomegranate,horticulture,34.0,15.0,22.0,40.1,43.2,6.98,51.2,loamy,kharif,rainfed,Rajasthan
barley,cereal,58.0,48.0,54.0,11.0,64.8,6.77,40.2,alluvial,rabi,irrigated,Rajasthan
papaya,horticulture,52.0,51.0,67.0,39.1,74.8,6.18,105.5,alluvial,kharif,rainfed,Karnataka
castor,oilseed,64.0,30.0,36.0,28.3,59.3,8.38,77.3,alluvial,kharif,rainfed,Rajasthan
barley,cereal,68.0,53.0,31.0,18.6,59.6,7.06,44.6,sandy,rabi,irrigated,Himachal Pradesh
grapes,horticulture,28.0,37.0,31.0,20.5,65.4,7.32,103.2,red,rabi,irrigated,Mizoram
coffee,plantation,65.0,22.0,40.0,25.2,68.7,6.67,117.3,loamy,kharif,rainfed,Odisha
pineapple,horticulture,38.0,29.0,35.0,32.6,92.5,4.64,115.4,sandy,kharif,irrigated,Manipur
chickpea,pulse,36.0,55.0,58.0,20.3,60.3,6.75,85.5,alluvial,rabi,rainfed,Maharashtra
pepper,spice,31.0,41.0,70.0,21.3,94.6,6.5,246.4,laterite,kharif,rainfed,Andhra Pradesh
cotton,cash,72.0,36.0,71.0,35.1,76.5,7.91,123.5,loamy,kharif,rainfed,Maharashtra
guava,horticulture,45.0,26.0,42.0,29.5,76.2,6.76,98.6,laterite,kharif,rainfed,Allahabad
wheat,cereal,113.0,53.0,63.0,13.2,74.0,6.78,63.6,loamy,rabi,rainfed,Punjab
orange,horticulture,34.0,25.0,30.0,19.3,67.3,5.93,108.5,laterite,rabi,rainfed,Rajasthan
sesame,oilseed,29.0,27.0,19.0,34.2,63.7,5.74,73.0,sandy,kharif,irrigated,Rajasthan
pomegranate,horticulture,30.0,24.0,19.0,20.8,44.1,8.1,65.0,alluvial,kharif,rainfed,Gujarat
rose,flower,61.0,40.0,58.0,17.4,84.4,6.99,90.5,loamy,rabi,irrigated,Himachal Pradesh
chilli,spice,47.0,47.0,61.0,20.2,66.8,7.25,61.9,black,kharif,rainfed,Andhra Pradesh
muskmelon,horticulture,59.0,29.0,48.0,23.4,69.9,6.67,45.0,loamy,zaid,rainfed,Punjab
castor,oilseed,36.0,33.0,32.0,36.2,58.9,7.85,107.4,alluvial,kharif,rainfed,Tamil Nadu
blackgram,pulse,36.0,39.0,28.0,23.2,70.8,6.46,78.7,red,kharif,irrigated,Madhya Pradesh
sunflower,oilseed,99.0,77.0,77.0,17.1,59.9,6.42,77.2,loamy,rabi,rainfed,Bihar
soybean,oilseed,50.0,74.0,45.0,29.7,56.8,6.81,97.9,alluvial,kharif,rainfed,Madhya Pradesh
wheat,cereal,158.0,59.0,47.0,23.3,70.1,7.01,97.4,loamy,rabi,rainfed,Haryana
onion,vegetable,59.0,43.0,65.0,20.3,60.6,7.09,65.9,loamy,rabi,irrigated,Maharashtra
brinjal,vegetable,49.0,42.0,54.0,30.8,53.3,6.0,99.6,loamy,rabi,rainfed,Gujarat
rose,flower,44.0,47.0,58.0,28.1,55.9,6.66,109.8,loamy,rabi,rainfed,Maharashtra
orange,horticulture,31.0,31.0,35.0,20.6,80.9,5.87,126.3,alluvial,rabi,rainfed,Punjab
pigeonpeas,pulse,41.0,47.0,52.0,22.8,47.1,6.55,76.8,alluvial,kharif,rainfed,Karnataka
coconut,plantation,38.0,31.0,84.0,24.7,95.3,7.57,215.2,loamy,kharif,irrigated,Andhra Pradesh
maize,cereal,107.0,40.0,65.0,24.2,67.0,5.84,89.5,red,kharif,rainfed,Karnataka
mothbeans,pulse,18.0,31.0,28.0,33.8,30.2,7.88,47.7,loamy,kharif,rainfed,Rajasthan
greengram,pulse,14.0,39.0,35.0,32.6,81.8,6.48,99.8,red,zaid,rainfed,Madhya Pradesh
jasmine,flower,59.0,62.0,52.0,31.2,55.7,7.34,77.3,alluvial,kharif,rainfed,Andhra Pradesh
blackgram,pulse,26.0,39.0,25.0,30.6,81.3,6.82,101.7,alluvial,rabi,rainfed,Uttar Pradesh
tea,plantation,40.0,16.0,16.0,17.4,75.0,5.12,366.1,loamy,kharif,rainfed,Assam
jowar,millet,57.0,34.0,46.0,28.9,42.3,7.76,86.0,loamy,rabi,irrigated,Maharashtra
onion,vegetable,48.0,38.0,62.0,17.9,73.0,6.27,63.5,black,kharif,rainfed,Rajasthan
jasmine,flower,43.0,45.0,61.0,22.1,56.9,6.22,154.5,alluvial,kharif,rainfed,Andhra Pradesh
kidneybeans,pulse,19.0,57.0,37.0,20.7,69.1,6.45,75.6,alluvial,kharif,rainfed,Jammu & Kashmir
sapota,horticulture,24.0,26.0,32.0,26.9,67.4,6.03,191.0,laterite,kharif,rainfed,Karnataka
rose,flower,74.0,69.0,68.0,21.1,82.1,5.83,157.0,loamy,rabi,irrigated,West Bengal
kidneybeans,pulse,32.0,60.0,34.0,30.0,66.7,6.44,91.3,alluvial,kharif,rainfed,Uttarakhand
guava,horticulture,40.0,24.0,41.0,27.1,61.1,5.2,155.1,sandy,kharif,rainfed,Andhra Pradesh
mango,horticulture,38.0,34.0,43.0,24.0,63.0,6.28,161.0,loamy,kharif,rainfed,Bihar
cowpea,pulse,29.0,33.0,19.0,23.2,81.1,7.22,66.1,red,kharif,rainfed,Rajasthan
rice,cereal,95.0,46.0,48.0,32.4,93.3,6.36,183.2,alluvial,kharif,rainfed,West Bengal
pineapple,horticulture,52.0,26.0,43.0,20.9,75.6,4.65,150.4,loamy,kharif,rainfed,West Bengal
cocoa,plantation,27.0,34.0,44.0,22.8,70.7,6.57,146.2,loamy,kharif,rainfed,Tamil Nadu
horsegram,pulse,21.0,21.0,23.0,20.9,40.9,6.47,44.5,laterite,rabi,irrigated,Karnataka
apple,horticulture,20.0,20.0,19.0,18.9,59.9,5.52,128.2,loamy,rabi,rainfed,Himachal Pradesh
jasmine,flower,44.0,64.0,61.0,27.2,77.3,6.48,126.4,loamy,kharif,irrigated,Karnataka
lentil,pulse,37.0,47.0,34.0,14.9,57.3,7.89,40.6,black,rabi,rainfed,Bihar
maize,cereal,69.0,41.0,57.0,27.0,73.1,6.17,84.3,alluvial,rabi,irrigated,Karnataka
brinjal,vegetable,57.0,53.0,67.0,32.8,75.2,7.32,83.3,alluvial,kharif,irrigated,Gujarat
guava,horticulture,41.0,22.0,54.0,32.1,56.6,7.48,119.7,loamy,kharif,rainfed,Andhra Pradesh
blackgram,pulse,23.0,52.0,36.0,27.2,90.9,7.26,91.8,loamy,rabi,rainfed,Madhya Pradesh
onion,vegetable,55.0,58.0,67.0,30.2,53.6,7.05,85.2,black,kharif,rainfed,Gujarat
sesame,oilseed,18.0,34.0,32.0,30.1,52.0,7.16,58.4,loamy,kharif,rainfed,Rajasthan
kidneybeans,pulse,21.0,60.0,56.0,16.4,70.0,6.51,124.2,alluvial,kharif,irrigated,Uttarakhand
potato,vegetable,93.0,68.0,102.0,17.8,60.3,5.92,106.6,alluvial,rabi,rainfed,Punjab
arecanut,plantation,39.0,19.0,90.0,28.8,71.8,7.07,230.2,alluvial,kharif,rainfed,West Bengal
lentil,pulse,26.0,39.0,41.0,25.1,64.5,6.88,57.6,loamy,rabi,rainfed,Rajasthan
rose,flower,44.0,55.0,64.0,22.5,81.0,6.86,138.8,alluvial,rabi,rainfed,West Bengal
muskmelon,horticulture,49.0,53.0,33.0,29.2,77.9,6.36,68.0,loamy,zaid,irrigated,Karnataka
marigold,flower,39.0,69.0,45.0,30.9,68.0,7.0,69.8,sandy,rabi,rainfed,Karnataka
jasmine,flower,38.0,39.0,61.0,37.2,57.8,7.09,134.1,sandy,kharif,rainfed,Karnataka
cowpea,pulse,22.0,52.0,39.0,37.4,69.7,7.3,79.1,loamy,zaid,rainfed,Maharashtra
jute,cash,63.0,36.0,42.0,33.9,96.3,7.0,216.6,loamy,kharif,irrigated,Bihar
coriander,spice,46.0,30.0,37.0,22.2,62.2,6.82,53.1,alluvial,rabi,irrigated,Rajasthan
sugarcane,cash,147.0,85.0,126.0,21.8,82.4,7.88,203.0,alluvial,kharif,rainfed,Andhra Pradesh
marigold,flower,58.0,71.0,58.0,21.2,54.4,7.05,111.3,alluvial,rabi,irrigated,Maharashtra
maize,cereal,106.0,51.0,68.0,33.4,77.7,5.78,67.1,alluvial,rabi,rainfed,Bihar
pepper,spice,43.0,28.0,107.0,25.4,86.6,6.49,244.1,loamy,kharif,rainfed,Kerala
lentil,pulse,35.0,58.0,20.0,21.4,66.0,7.86,51.6,alluvial,rabi,irrigated,Bihar
turmeric,spice,79.0,48.0,70.0,20.1,83.0,6.17,175.5,loamy,kharif,rainfed,Karnataka
tomato,vegetable,66.0,44.0,65.0,19.3,69.1,7.42,71.2,red,kharif,irrigated,Madhya Pradesh
grapes,horticulture,30.0,25.0,63.0,20.3,54.5,6.82,89.5,red,rabi,rainfed,Karnataka
turmeric,spice,81.0,55.0,79.0,22.6,81.8,5.79,126.0,red,kharif,irrigated,Andhra Pradesh
cashew,plantation,25.0,10.0,18.0,25.1,51.2,5.29,146.3,sandy,kharif,rainfed,Kerala
orange,horticulture,23.0,27.0,18.0,21.9,75.5,6.31,123.0,alluvial,rabi,rainfed,Assam
mango,horticulture,28.0,42.0,49.0,34.9,59.3,6.74,201.1,laterite,kharif,rainfed,Uttar Pradesh
wheat,cereal,103.0,63.0,40.0,17.9,58.1,7.43,48.0,black,rabi,rainfed,Rajasthan
guava,horticulture,44.0,42.0,44.0,31.9,69.7,6.42,78.6,loamy,kharif,rainfed,Allahabad
pineapple,horticulture,43.0,30.0,48.0,25.7,82.0,4.56,143.5,loamy,kharif,irrigated,Karnataka
jowar,millet,62.0,33.0,42.0,37.5,64.3,7.87,46.2,black,rabi,irrigated,Andhra Pradesh
coriander,spice,38.0,45.0,25.0,23.3,49.7,6.06,31.7,loamy,rabi,rainfed,Rajasthan
ginger,spice,60.0,31.0,84.0,28.5,69.8,6.08,178.6,alluvial,kharif,irrigated,Meghalaya
groundnut,cash,13.0,48.0,69.0,29.4,59.3,6.08,88.8,red,kharif,rainfed,Andhra Pradesh
tobacco,cash,44.0,59.0,53.0,28.2,56.3,5.95,77.2,loamy,rabi,rainfed,Andhra Pradesh
cocoa,plantation,22.0,35.0,40.0,24.5,69.7,6.3,252.7,loamy,kharif,irrigated,Karnataka
jasmine,flower,53.0,44.0,29.0,37.3,55.6,7.23,139.2,loamy,kharif,irrigated,Karnataka
coriander,spice,49.0,29.0,38.0,28.1,59.0,6.05,44.0,loamy,rabi,rainfed,Madhya Pradesh
sesame,oilseed,30.0,25.0,40.0,33.2,53.6,6.92,55.7,red,kharif,irrigated,West Bengal
pineapple,horticulture,57.0,27.0,56.0,25.7,96.6,4.88,119.2,laterite,kharif,irrigated,Assam
rubber,plantation,37.0,9.0,36.0,31.3,77.3,5.19,252.1,laterite,kharif,rainfed,Tamil Nadu
mothbeans,pulse,14.0,22.0,32.0,23.5,30.0,8.39,26.2,loamy,kharif,rainfed,Haryana
coconut,plantation,40.0,23.0,53.0,35.2,91.5,6.23,101.1,laterite,kharif,irrigated,West Bengal
sesame,oilseed,20.0,43.0,23.0,34.9,58.8,6.22,56.6,loamy,kharif,rainfed,Rajasthan
pineapple,horticulture,46.0,35.0,34.0,32.1,88.8,4.98,257.3,laterite,kharif,irrigated,Manipur
soybean,oilseed,46.0,91.0,60.0,19.5,73.9,7.06,87.0,alluvial,kharif,rainfed,Karnataka
cardamom,spice,42.0,38.0,50.0,13.9,79.3,6.06,333.9,laterite,kharif,rainfed,Sikkim
apple,horticulture,42.0,25.0,19.0,8.2,90.7,6.09,174.5,loamy,rabi,rainfed,Jammu & Kashmir
rubber,plantation,43.0,14.0,24.0,35.0,81.8,5.25,268.8,loamy,kharif,rainfed,Karnataka
cauliflower,vegetable,77.0,64.0,59.0,18.0,73.1,7.06,127.5,loamy,rabi,irrigated,West Bengal
soybean,oilseed,48.0,97.0,65.0,20.5,59.2,6.67,89.9,black,kharif,irrigated,Maharashtra
cabbage,vegetable,109.0,72.0,85.0,22.6,89.3,7.0,110.7,alluvial,rabi,rainfed,West Bengal
rose,flower,59.0,42.0,44.0,15.7,75.4,6.7,97.8,loamy,rabi,rainfed,Tamil Nadu
blackgram,pulse,42.0,52.0,34.0,32.3,88.8,7.46,65.7,alluvial,rabi,irrigated,Maharashtra
jowar,millet,57.0,36.0,35.0,24.2,41.5,7.0,101.0,black,rabi,irrigated,Karnataka
onion,vegetable,49.0,29.0,65.0,26.1,73.3,7.11,96.9,loamy,rabi,irrigated,Gujarat
pepper,spice,44.0,22.0,92.0,29.3,70.7,6.91,340.9,red,kharif,rainfed,Andhra Pradesh
sunflower,oilseed,68.0,63.0,69.0,27.5,60.6,7.07,52.3,alluvial,rabi,irrigated,Maharashtra
jasmine,flower,53.0,31.0,44.0,26.1,68.3,6.14,114.1,alluvial,kharif,rainfed,Maharashtra
rose,flower,67.0,40.0,46.0,22.6,68.9,6.68,132.2,loamy,rabi,irrigated,Karnataka
tapioca,horticulture,83.0,63.0,96.0,31.2,66.6,6.18,114.4,loamy,kharif,irrigated,Andhra Pradesh
mustard,oilseed,62.0,61.0,48.0,14.2,73.4,7.8,65.1,alluvial,rabi,rainfed,Madhya Pradesh
orange,horticulture,23.0,16.0,23.0,28.9,73.2,6.51,159.9,laterite,rabi,irrigated,Rajasthan
barley,cereal,83.0,59.0,31.0,19.8,65.1,7.91,70.4,loamy,rabi,rainfed,Madhya Pradesh
castor,oilseed,41.0,31.0,56.0,35.6,46.1,6.05,80.0,alluvial,kharif,rainfed,Rajasthan
sesame,oilseed,22.0,38.0,19.0,29.7,66.2,5.89,66.2,sandy,kharif,rainfed,Tamil Nadu
pomegranate,horticulture,27.0,27.0,36.0,35.5,47.9,6.51,48.2,alluvial,kharif,rainfed,Rajasthan
tomato,vegetable,79.0,73.0,54.0,30.1,59.2,7.01,82.1,red,kharif,rainfed,Andhra Pradesh
wheat,cereal,148.0,73.0,63.0,11.7,64.0,7.17,48.2,alluvial,rabi,irrigated,Madhya Pradesh
mustard,oilseed,104.0,38.0,44.0,17.2,59.3,6.26,63.8,sandy,rabi,rainfed,Madhya Pradesh
cotton,cash,89.0,42.0,75.0,29.5,73.6,6.29,75.1,loamy,kharif,rainfed,Gujarat
grapes,horticulture,33.0,34.0,50.0,30.8,71.2,7.28,59.5,red,rabi,irrigated,Mizoram
greengram,pulse,35.0,44.0,21.0,23.7,84.7,7.2,106.0,red,zaid,rainfed,Andhra Pradesh
sunflower,oilseed,103.0,80.0,80.0,29.5,59.7,7.08,85.6,black,kharif,rainfed,Orissa
guava,horticulture,32.0,26.0,39.0,27.7,68.1,5.28,154.2,laterite,kharif,irrigated,Allahabad
onion,vegetable,48.0,56.0,65.0,13.7,52.2,7.3,56.3,alluvial,kharif,rainfed,Madhya Pradesh
tea,plantation,42.0,26.0,14.0,25.2,78.8,5.24,149.2,loamy,kharif,irrigated,Tamil Nadu
mothbeans,pulse,26.0,21.0,31.0,37.5,45.6,8.7,27.4,sandy,kharif,irrigated,Gujarat
tomato,vegetable,59.0,61.0,63.0,21.5,72.6,7.12,56.8,red,kharif,rainfed,Odisha
blackgram,pulse,30.0,34.0,37.0,34.3,86.8,6.62,100.6,alluvial,kharif,irrigated,Maharashtra
okra,vegetable,61.0,58.0,34.0,23.1,70.0,7.04,64.2,loamy,zaid,irrigated,Andhra Pradesh
mustard,oilseed,64.0,58.0,42.0,12.5,71.9,6.54,36.8,loamy,rabi,rainfed,Rajasthan
maize,cereal,99.0,29.0,51.0,27.4,56.4,5.61,115.1,alluvial,rabi,rainfed,Karnataka
pomegranate,horticulture,41.0,15.0,17.0,39.8,53.7,7.3,46.5,sandy,kharif,irrigated,Gujarat
tapioca,horticulture,67.0,55.0,120.0,19.9,65.9,7.45,184.6,loamy,kharif,rainfed,Maharashtra
coffee,plantation,83.0,39.0,60.0,16.9,79.9,7.42,131.7,laterite,kharif,rainfed,Karnataka
chickpea,pulse,23.0,56.0,31.0,24.0,50.8,6.83,51.1,loamy,rabi,irrigated,Maharashtra
rubber,plantation,26.0,17.0,22.0,33.0,100.8,4.8,188.1,loamy,kharif,rainfed,Tamil Nadu
ginger,spice,74.0,54.0,96.0,25.6,90.4,5.58,182.2,laterite,kharif,rainfed,Arunachal Pradesh
tomato,vegetable,80.0,61.0,77.0,26.3,75.4,7.13,88.9,red,kharif,irrigated,Madhya Pradesh
maize,cereal,81.0,47.0,65.0,24.9,78.1,6.03,65.6,alluvial,rabi,rainfed,Rajasthan
potato,vegetable,94.0,47.0,114.0,10.2,67.0,5.45,89.9,alluvial,rabi,irrigated,Punjab
sesame,oilseed,30.0,36.0,26.0,26.1,72.6,6.92,37.7,loamy,kharif,irrigated,Gujarat
muskmelon,horticulture,34.0,23.0,33.0,30.5,78.9,7.33,80.8,loamy,zaid,rainfed,Punjab
sesame,oilseed,27.0,40.0,30.0,23.0,73.5,7.93,40.7,loamy,kharif,irrigated,Gujarat
potato,vegetable,78.0,82.0,109.0,21.8,60.8,6.18,81.1,alluvial,rabi,rainfed,Punjab
horsegram,pulse,10.0,42.0,21.0,29.7,58.9,5.65,78.3,red,kharif,irrigated,Tamil Nadu
jasmine,flower,62.0,28.0,47.0,31.1,76.8,6.94,141.5,loamy,kharif,irrigated,Tamil Nadu
cardamom,spice,19.0,23.0,53.0,21.4,93.5,6.65,395.4,loamy,kharif,irrigated,Kerala
mango,horticulture,21.0,39.0,73.0,20.7,72.5,6.26,80.7,alluvial,kharif,rainfed,Karnataka
greengram,pulse,36.0,50.0,40.0,33.8,63.8,7.27,56.4,loamy,kharif,irrigated,Rajasthan
rose,flower,48.0,46.0,59.0,28.6,56.5,6.46,92.5,loamy,rabi,irrigated,Himachal Pradesh
orange,horticulture,19.0,24.0,29.0,20.8,70.4,6.94,123.5,laterite,rabi,irrigated,Assam
cauliflower,vegetable,104.0,38.0,57.0,15.1,61.9,6.84,149.0,alluvial,rabi,irrigated,Uttar Pradesh
tobacco,cash,42.0,58.0,47.0,27.8,77.9,7.11,69.8,alluvial,rabi,rainfed,Andhra Pradesh
potato,vegetable,93.0,53.0,80.0,20.9,76.6,5.52,81.8,alluvial,rabi,rainfed,Bihar
okra,vegetable,35.0,59.0,51.0,25.4,67.3,7.26,72.1,loamy,zaid,rainfed,Andhra Pradesh
sugarcane,cash,161.0,57.0,101.0,20.3,92.1,6.44,149.0,alluvial,kharif,rainfed,Andhra Pradesh
cocoa,plantation,35.0,24.0,54.0,34.7,84.9,6.28,142.6,loamy,kharif,rainfed,Andhra Pradesh
castor,oilseed,48.0,25.0,44.0,39.2,65.3,7.28,83.0,alluvial,kharif,rainfed,Rajasthan
turmeric,spice,54.0,62.0,59.0,23.3,85.6,5.32,110.1,red,kharif,rainfed,Karnataka
brinjal,vegetable,50.0,45.0,52.0,33.1,56.6,6.72,78.2,alluvial,rabi,rainfed,Odisha
marigold,flower,40.0,42.0,74.0,29.9,57.8,7.42,107.5,loamy,rabi,rainfed,Rajasthan
cauliflower,vegetable,76.0,55.0,50.0,20.4,78.4,6.25,114.6,loamy,rabi,rainfed,Bihar
potato,vegetable,85.0,56.0,123.0,9.7,66.8,5.41,145.7,loamy,rabi,rainfed,Bihar
mustard,oilseed,94.0,53.0,33.0,10.7,52.0,7.62,51.4,alluvial,rabi,rainfed,Rajasthan
greengram,pulse,32.0,39.0,24.0,34.9,68.1,6.61,79.4,alluvial,zaid,irrigated,Andhra Pradesh
jasmine,flower,46.0,30.0,31.0,23.8,71.4,6.05,141.2,loamy,kharif,rainfed,Karnataka
cauliflower,vegetable,108.0,67.0,86.0,14.6,66.7,6.06,79.1,loamy,rabi,irrigated,Uttar Pradesh
cashew,plantation,15.0,20.0,13.0,38.8,52.3,5.98,189.6,loamy,kharif,rainfed,Tamil Nadu
jasmine,flower,33.0,41.0,48.0,19.1,78.3,7.2,77.7,alluvial,kharif,rainfed,Andhra Pradesh
greengram,pulse,27.0,31.0,30.0,31.9,64.3,7.46,82.5,red,zaid,rainfed,Maharashtra
sugarcane,cash,132.0,60.0,91.0,34.4,81.4,6.82,124.7,alluvial,kharif,rainfed,Tamil Nadu
watermelon,horticulture,64.0,44.0,64.0,36.4,79.8,7.47,45.1,sandy,kharif,irrigated,Karnataka
pepper,spice,61.0,24.0,101.0,21.0,86.5,5.7,333.1,laterite,kharif,rainfed,Karnataka
sugarcane,cash,121.0,66.0,102.0,34.0,71.2,7.2,137.6,black,kharif,rainfed,Tamil Nadu
mango,horticulture,28.0,22.0,55.0,36.0,55.5,6.62,78.8,laterite,kharif,irrigated,Tamil Nadu
brinjal,vegetable,45.0,32.0,60.0,30.3,68.6,6.35,89.9,sandy,kharif,rainfed,West Bengal
soybean,oilseed,36.0,75.0,59.0,28.7,78.9,7.4,102.6,alluvial,kharif,rainfed,Uttar Pradesh
jute,cash,60.0,38.0,60.0,32.8,87.6,6.95,225.2,alluvial,kharif,rainfed,Meghalaya
tobacco,cash,62.0,45.0,39.0,21.8,75.4,6.82,94.2,sandy,rabi,rainfed,Bihar
rose,flower,74.0,40.0,44.0,24.4,71.1,6.87,158.7,loamy,rabi,irrigated,Himachal Pradesh
rose,flower,47.0,64.0,64.0,17.0,61.1,6.29,150.3,alluvial,rabi,irrigated,West Bengal
cabbage,vegetable,114.0,58.0,78.0,20.9,77.1,6.3,130.0,loamy,rabi,irrigated,Maharashtra
watermelon,horticulture,75.0,35.0,73.0,40.7,73.9,7.3,76.0,red,kharif,rainfed,Andhra Pradesh
apple,horticulture,37.0,40.0,26.0,7.0,86.1,5.61,112.0,loamy,rabi,rainfed,Uttarakhand
jute,cash,59.0,41.0,63.0,35.1,74.2,7.03,232.7,alluvial,kharif,irrigated,Assam
muskmelon,horticulture,52.0,36.0,38.0,35.2,58.6,6.47,78.5,loamy,zaid,irrigated,Haryana
